id	label	length	num_loops	max_loop_size	bulge_count	bulge_chain_count	bulge_density	mfe
ENST00000448854.1:420-488;mfe=-28.70	0	68	3	8	3.0	2.0	0.04411764705882353	-28.7
ENST00000443824.5:2260-2326;mfe=-22.10	0	66	3	10	3.0	2.0	0.045454545454545456	-22.1
ENST00000573440.1:2260-2349;mfe=-50.00	0	89	3	20	3.0	2.0	0.033707865168539325	-50.0
ENST00000377524.8:3350-3417;mfe=-35.70	0	67	3	6	3.0	2.0	0.04477611940298507	-35.7
ENST00000520161.5:530-593;mfe=-20.50	0	63	3	12	3.0	2.0	0.047619047619047616	-20.5
ENST00000513911.5:880-955;mfe=-25.60	0	75	2	4	2.0	1.0	0.02666666666666667	-25.6
ENST00000568689.5:440-504;mfe=-30.80	0	64	3	7	3.0	2.0	0.046875	-30.8
ENST00000467563.3:1510-1575;mfe=-24.90	0	65	4	8	4.0	3.0	0.06153846153846154	-24.9
ENST00000444232.3:30-92;mfe=-21.80	0	62	3	5	3.0	2.0	0.04838709677419355	-21.8
ENST00000304330.9:3500-3568;mfe=-31.80	0	68	3	5	3.0	2.0	0.04411764705882353	-31.8
ENST00000361255.7:6820-6893;mfe=-24.20	0	73	2	4	2.0	1.0	0.0273972602739726	-24.2
ENST00000361255.7:6830-6906;mfe=-25.00	0	76	3	4	3.0	2.0	0.039473684210526314	-25.0
ENST00000449912.6:6780-6866;mfe=-26.10	0	86	3	16	3.0	2.0	0.03488372093023256	-26.1
ENST00000457542.7:4670-4736;mfe=-21.40	0	66	3	11	3.0	2.0	0.045454545454545456	-21.4
ENST00000328439.6:5330-5400;mfe=-25.70	0	70	3	7	3.0	2.0	0.04285714285714286	-25.7
ENST00000376767.7:570-634;mfe=-27.00	0	64	3	15	3.0	2.0	0.046875	-27.0
ENST00000560132.1:170-230;mfe=-22.70	0	60	2	5	2.0	1.0	0.03333333333333333	-22.7
ENST00000397272.7:950-1010;mfe=-20.60	0	60	3	5	3.0	2.0	0.05	-20.6
ENST00000490273.5:1360-1423;mfe=-23.40	0	63	3	5	3.0	2.0	0.047619047619047616	-23.4
ENST00000297029.10:7010-7078;mfe=-20.10	0	68	1	4	1.0	0.0	0.014705882352941176	-20.1
ENST00000529359.5:870-930;mfe=-20.40	0	60	3	4	3.0	2.0	0.05	-20.4
ENST00000502501.1:260-321;mfe=-28.30	0	61	3	11	3.0	2.0	0.04918032786885246	-28.3
ENST00000673705.1:1570-1632;mfe=-31.20	0	62	4	13	4.0	3.0	0.06451612903225806	-31.2
ENST00000610761.2:1710-1773;mfe=-26.30	0	63	3	13	3.0	2.0	0.047619047619047616	-26.3
ENST00000564098.5:1890-1966;mfe=-41.90	0	76	3	5	3.0	2.0	0.039473684210526314	-41.9
ENST00000262041.6:590-654;mfe=-29.40	0	64	3	7	3.0	2.0	0.046875	-29.4
ENST00000621208.4:3230-3325;mfe=-59.30	0	95	4	10	4.0	3.0	0.042105263157894736	-59.3
ENST00000237380.12:5020-5113;mfe=-32.60	0	93	1	4	1.0	0.0	0.010752688172043012	-32.6
ENST00000237380.12:5030-5090;mfe=-21.40	0	60	1	4	1.0	0.0	0.016666666666666666	-21.4
ENST00000622093.4:40-105;mfe=-27.40	0	65	3	8	3.0	2.0	0.046153846153846156	-27.4
ENST00000428307.6:1890-1951;mfe=-22.30	0	61	2	12	2.0	1.0	0.03278688524590164	-22.3
ENST00000514485.5:30-90;mfe=-26.30	0	60	3	4	3.0	2.0	0.05	-26.3
ENST00000645591.1:1850-1928;mfe=-28.10	0	78	3	6	3.0	2.0	0.038461538461538464	-28.1
ENST00000530711.3:760-824;mfe=-21.20	0	64	3	12	3.0	2.0	0.046875	-21.2
ENST00000396158.6:3520-3585;mfe=-20.00	0	65	4	5	4.0	3.0	0.06153846153846154	-20.0
ENST00000469059.2:190-252;mfe=-29.30	0	62	2	8	2.0	1.0	0.03225806451612903	-29.3
ENST00000244769.8:6240-6304;mfe=-23.20	0	64	3	7	3.0	2.0	0.046875	-23.2
ENST00000677999.1:2180-2245;mfe=-23.90	0	65	2	5	2.0	1.0	0.03076923076923077	-23.9
ENST00000222644.10:5500-5587;mfe=-24.60	0	87	3	15	3.0	2.0	0.034482758620689655	-24.6
ENST00000643290.1:950-1011;mfe=-20.90	0	61	3	9	3.0	2.0	0.04918032786885246	-20.9
ENST00000262304.9:13910-13976;mfe=-32.10	0	66	4	11	4.0	3.0	0.06060606060606061	-32.1
ENST00000423118.5:5360-5422;mfe=-23.80	0	62	2	16	2.0	1.0	0.03225806451612903	-23.8
ENST00000403425.5:580-643;mfe=-32.60	0	63	3	5	3.0	2.0	0.047619047619047616	-32.6
ENST00000426524.6:1330-1391;mfe=-22.10	0	61	3	8	3.0	2.0	0.04918032786885246	-22.1
ENST00000395808.7:3260-3323;mfe=-24.60	0	63	3	5	3.0	2.0	0.047619047619047616	-24.6
ENST00000650436.1:90-152;mfe=-32.60	0	62	3	6	3.0	2.0	0.04838709677419355	-32.6
ENST00000266383.10:3460-3522;mfe=-41.90	0	62	4	4	4.0	3.0	0.06451612903225806	-41.9
ENST00000647602.1:4950-5010;mfe=-23.00	0	60	3	8	3.0	2.0	0.05	-23.0
ENST00000520655.5:130-203;mfe=-24.20	0	73	3	14	3.0	2.0	0.0410958904109589	-24.2
ENST00000569796.1:30-90;mfe=-20.50	0	60	3	6	3.0	2.0	0.05	-20.5
ENST00000530997.7:840-901;mfe=-20.50	0	61	3	7	3.0	2.0	0.04918032786885246	-20.5
ENST00000590214.5:2810-2878;mfe=-37.60	0	68	4	10	4.0	3.0	0.058823529411764705	-37.6
ENST00000398000.7:1690-1754;mfe=-20.60	0	64	3	7	3.0	2.0	0.046875	-20.6
ENST00000522178.1:10-102;mfe=-24.40	0	92	2	8	2.0	1.0	0.021739130434782608	-24.4
ENST00000535378.5:5850-5913;mfe=-20.20	0	63	2	3	2.0	1.0	0.031746031746031744	-20.2
ENST00000537886.5:5570-5630;mfe=-22.00	0	60	3	9	3.0	2.0	0.05	-22.0
ENST00000396352.8:280-352;mfe=-27.10	0	72	4	13	4.0	3.0	0.05555555555555555	-27.1
ENST00000302609.8:3230-3291;mfe=-20.20	0	61	2	9	2.0	1.0	0.03278688524590164	-20.2
ENST00000556137.5:20-84;mfe=-21.20	0	64	3	10	3.0	2.0	0.046875	-21.2
ENST00000413636.6:1210-1278;mfe=-23.40	0	68	3	8	3.0	2.0	0.04411764705882353	-23.4
ENST00000565537.1:320-382;mfe=-39.50	0	62	4	7	4.0	3.0	0.06451612903225806	-39.5
ENST00000361837.9:1430-1498;mfe=-25.90	0	68	3	7	3.0	2.0	0.04411764705882353	-25.9
ENST00000591806.6:3760-3827;mfe=-44.90	0	67	3	4	3.0	2.0	0.04477611940298507	-44.9
ENST00000645050.1:2350-2413;mfe=-20.40	0	63	4	12	4.0	3.0	0.06349206349206349	-20.4
ENST00000480911.6:130-191;mfe=-30.90	0	61	4	15	4.0	3.0	0.06557377049180328	-30.9
ENST00000558489.1:210-274;mfe=-27.00	0	64	3	4	3.0	2.0	0.046875	-27.0
ENST00000367574.8:430-490;mfe=-22.10	0	60	3	17	3.0	2.0	0.05	-22.1
ENST00000588671.2:280-352;mfe=-30.10	0	72	3	14	3.0	2.0	0.041666666666666664	-30.1
ENST00000614107.4:1850-1910;mfe=-22.90	0	60	3	3	3.0	2.0	0.05	-22.9
ENST00000244623.1:420-498;mfe=-28.40	0	78	3	14	3.0	2.0	0.038461538461538464	-28.4
ENST00000445167.7:720-781;mfe=-23.00	0	61	3	8	3.0	2.0	0.04918032786885246	-23.0
ENST00000504445.1:1910-1971;mfe=-21.60	0	61	4	3	4.0	3.0	0.06557377049180328	-21.6
ENST00000524745.2:400-467;mfe=-26.80	0	67	3	5	3.0	2.0	0.04477611940298507	-26.8
ENST00000543825.1:500-567;mfe=-21.00	0	67	3	13	3.0	2.0	0.04477611940298507	-21.0
ENST00000459755.1:140-222;mfe=-23.10	0	82	2	3	2.0	1.0	0.024390243902439025	-23.1
ENST00000589223.5:220-283;mfe=-21.40	0	63	3	5	3.0	2.0	0.047619047619047616	-21.4
ENST00000358883.8:90-153;mfe=-26.90	0	63	3	8	3.0	2.0	0.047619047619047616	-26.9
ENST00000621441.5:9460-9525;mfe=-29.00	0	65	3	4	3.0	2.0	0.046153846153846156	-29.0
ENST00000621441.5:9500-9565;mfe=-34.20	0	65	3	6	3.0	2.0	0.046153846153846156	-34.2
ENST00000621441.5:9520-9588;mfe=-29.90	0	68	1	4	1.0	0.0	0.014705882352941176	-29.9
ENST00000619416.4:6210-6274;mfe=-20.50	0	64	3	4	3.0	2.0	0.046875	-20.5
ENST00000652326.2:6540-6603;mfe=-23.40	0	63	3	4	3.0	2.0	0.047619047619047616	-23.4
ENST00000571903.5:490-555;mfe=-30.30	0	65	3	12	3.0	2.0	0.046153846153846156	-30.3
ENST00000288466.11:2840-2901;mfe=-27.00	0	61	3	7	3.0	2.0	0.04918032786885246	-27.0
ENST00000514133.1:180-240;mfe=-21.80	0	60	3	16	3.0	2.0	0.05	-21.8
ENST00000534964.6:280-351;mfe=-26.70	0	71	2	4	2.0	1.0	0.028169014084507043	-26.7
ENST00000304936.4:330-391;mfe=-22.50	0	61	3	14	3.0	2.0	0.04918032786885246	-22.5
ENST00000575752.5:400-483;mfe=-28.80	0	83	4	19	4.0	3.0	0.04819277108433735	-28.8
ENST00000575752.5:430-496;mfe=-24.90	0	66	2	7	2.0	1.0	0.030303030303030304	-24.9
ENST00000396328.5:6140-6233;mfe=-45.40	0	93	2	4	2.0	1.0	0.021505376344086023	-45.4
ENST00000396328.5:6150-6225;mfe=-35.20	0	75	3	5	3.0	2.0	0.04	-35.2
ENST00000541430.6:2900-2964;mfe=-25.10	0	64	3	6	3.0	2.0	0.046875	-25.1
ENST00000509613.1:1550-1637;mfe=-20.90	0	87	3	14	3.0	2.0	0.034482758620689655	-20.9
ENST00000537233.6:3210-3282;mfe=-28.50	0	72	3	5	3.0	2.0	0.041666666666666664	-28.5
ENST00000603385.2:1120-1183;mfe=-21.30	0	63	3	6	3.0	2.0	0.047619047619047616	-21.3
ENST00000358025.7:3600-3663;mfe=-20.50	0	63	2	5	2.0	1.0	0.031746031746031744	-20.5
ENST00000674144.1:3910-3970;mfe=-20.50	0	60	2	5	2.0	1.0	0.03333333333333333	-20.5
ENST00000642900.1:2630-2698;mfe=-35.30	0	68	1	4	1.0	0.0	0.014705882352941176	-35.3
ENST00000376406.8:1820-1884;mfe=-22.40	0	64	3	8	3.0	2.0	0.046875	-22.4
ENST00000322213.9:2130-2190;mfe=-28.20	0	60	3	6	3.0	2.0	0.05	-28.2
ENST00000357988.9:4130-4195;mfe=-23.30	0	65	3	16	3.0	2.0	0.046153846153846156	-23.3
ENST00000375180.7:4360-4450;mfe=-39.50	0	90	1	4	1.0	0.0	0.011111111111111112	-39.5
ENST00000344641.8:2600-2661;mfe=-22.70	0	61	3	4	3.0	2.0	0.04918032786885246	-22.7
ENST00000621700.1:140-200;mfe=-26.30	0	60	3	7	3.0	2.0	0.05	-26.3
ENST00000652503.1:300-361;mfe=-23.80	0	61	3	11	3.0	2.0	0.04918032786885246	-23.8
ENST00000588887.5:450-515;mfe=-21.90	0	65	2	4	2.0	1.0	0.03076923076923077	-21.9
ENST00000588887.5:470-551;mfe=-32.90	0	81	1	8	1.0	0.0	0.012345679012345678	-32.9
ENST00000588887.5:480-566;mfe=-32.00	0	86	2	4	2.0	1.0	0.023255813953488372	-32.0
ENST00000590350.3:600-680;mfe=-28.60	0	80	2	6	2.0	1.0	0.025	-28.6
ENST00000590350.3:620-688;mfe=-21.70	0	68	2	4	2.0	1.0	0.029411764705882353	-21.7
ENST00000586020.1:640-700;mfe=-22.50	0	60	2	4	2.0	1.0	0.03333333333333333	-22.5
ENST00000586020.1:680-762;mfe=-31.50	0	82	3	4	3.0	2.0	0.036585365853658534	-31.5
ENST00000586020.1:690-779;mfe=-35.80	0	89	3	4	3.0	2.0	0.033707865168539325	-35.8
ENST00000586020.1:720-789;mfe=-20.50	0	69	1	4	1.0	0.0	0.014492753623188406	-20.5
ENST00000324682.5:510-580;mfe=-20.40	0	70	4	19	4.0	3.0	0.05714285714285714	-20.4
ENST00000373647.9:3680-3758;mfe=-20.10	0	78	1	4	1.0	0.0	0.01282051282051282	-20.1
ENST00000646728.1:1470-1533;mfe=-23.80	0	63	3	15	3.0	2.0	0.047619047619047616	-23.8
ENST00000356291.3:1600-1664;mfe=-20.00	0	64	3	6	3.0	2.0	0.046875	-20.0
ENST00000361320.5:4530-4604;mfe=-20.80	0	74	3	13	3.0	2.0	0.04054054054054054	-20.8
ENST00000251566.9:2040-2134;mfe=-29.30	0	94	3	25	3.0	2.0	0.031914893617021274	-29.3
ENST00000536461.5:4550-4612;mfe=-20.00	0	62	4	12	4.0	3.0	0.06451612903225806	-20.0
ENST00000639092.1:3960-4023;mfe=-24.10	0	63	4	9	4.0	3.0	0.06349206349206349	-24.1
ENST00000557237.1:200-261;mfe=-36.50	0	61	3	5	3.0	2.0	0.04918032786885246	-36.5
ENST00000509633.1:4510-4572;mfe=-22.80	0	62	2	5	2.0	1.0	0.03225806451612903	-22.8
ENST00000471408.5:1430-1490;mfe=-22.50	0	60	4	8	4.0	3.0	0.06666666666666667	-22.5
ENST00000523864.5:4570-4632;mfe=-23.40	0	62	1	4	1.0	0.0	0.016129032258064516	-23.4
ENST00000374597.3:4540-4609;mfe=-23.60	0	69	2	4	2.0	1.0	0.028985507246376812	-23.6
ENST00000556847.5:240-302;mfe=-20.50	0	62	3	6	3.0	2.0	0.04838709677419355	-20.5
ENST00000538649.5:500-565;mfe=-24.00	0	65	3	17	3.0	2.0	0.046153846153846156	-24.0
ENST00000651577.1:1700-1784;mfe=-22.20	0	84	3	8	3.0	2.0	0.03571428571428571	-22.2
ENST00000651577.1:1730-1824;mfe=-25.60	0	94	3	21	3.0	2.0	0.031914893617021274	-25.6
ENST00000574691.1:60-120;mfe=-22.40	0	60	2	9	2.0	1.0	0.03333333333333333	-22.4
ENST00000343574.9:2720-2787;mfe=-20.70	0	67	3	6	3.0	2.0	0.04477611940298507	-20.7
ENST00000484566.5:650-718;mfe=-22.80	0	68	3	12	3.0	2.0	0.04411764705882353	-22.8
ENST00000678214.1:90-154;mfe=-22.30	0	64	3	14	3.0	2.0	0.046875	-22.3
ENST00000643338.1:1180-1247;mfe=-23.90	0	67	3	8	3.0	2.0	0.04477611940298507	-23.9
ENST00000644088.1:1790-1854;mfe=-24.50	0	64	3	8	3.0	2.0	0.046875	-24.5
ENST00000373069.9:2870-2935;mfe=-24.90	0	65	3	10	3.0	2.0	0.046153846153846156	-24.9
ENST00000204549.9:2030-2093;mfe=-22.30	0	63	2	7	2.0	1.0	0.031746031746031744	-22.3
ENST00000542868.1:330-393;mfe=-28.60	0	63	4	10	4.0	3.0	0.06349206349206349	-28.6
ENST00000500337.6:190-252;mfe=-21.20	0	62	3	6	3.0	2.0	0.04838709677419355	-21.2
ENST00000555445.5:40-101;mfe=-21.80	0	61	4	13	4.0	3.0	0.06557377049180328	-21.8
ENST00000506893.1:270-339;mfe=-21.10	0	69	2	6	2.0	1.0	0.028985507246376812	-21.1
ENST00000612033.1:570-635;mfe=-20.40	0	65	1	4	1.0	0.0	0.015384615384615385	-20.4
ENST00000642681.2:6320-6386;mfe=-33.20	0	66	1	4	1.0	0.0	0.015151515151515152	-33.2
ENST00000537360.5:1670-1731;mfe=-20.70	0	61	4	3	4.0	3.0	0.06557377049180328	-20.7
ENST00000331148.5:1690-1759;mfe=-28.70	0	69	3	14	3.0	2.0	0.043478260869565216	-28.7
ENST00000478415.1:560-620;mfe=-21.90	0	60	3	4	3.0	2.0	0.05	-21.9
ENST00000622540.4:1200-1294;mfe=-30.40	0	94	3	10	3.0	2.0	0.031914893617021274	-30.4
ENST00000622540.4:1230-1296;mfe=-20.80	0	66	3	6	3.0	2.0	0.045454545454545456	-20.8
ENST00000622540.4:1270-1337;mfe=-25.10	0	67	1	6	1.0	0.0	0.014925373134328358	-25.1
ENST00000613473.1:1230-1295;mfe=-23.90	0	65	1	6	1.0	0.0	0.015384615384615385	-23.9
ENST00000470637.1:740-802;mfe=-25.00	0	62	3	8	3.0	2.0	0.04838709677419355	-25.0
ENST00000595046.1:590-655;mfe=-20.10	0	65	3	11	3.0	2.0	0.046153846153846156	-20.1
ENST00000270328.8:980-1051;mfe=-25.00	0	71	2	6	2.0	1.0	0.028169014084507043	-25.0
ENST00000555009.5:1120-1180;mfe=-36.60	0	60	2	10	2.0	1.0	0.03333333333333333	-36.6
ENST00000489407.1:40-111;mfe=-36.20	0	71	3	6	3.0	2.0	0.04225352112676056	-36.2
ENST00000470745.5:0-63;mfe=-35.00	0	63	3	7	3.0	2.0	0.047619047619047616	-35.0
ENST00000395276.6:4370-4438;mfe=-21.60	0	68	3	11	3.0	2.0	0.04411764705882353	-21.6
ENST00000475908.5:0-63;mfe=-28.90	0	63	2	14	2.0	1.0	0.031746031746031744	-28.9
ENST00000453372.7:3990-4074;mfe=-34.20	0	84	3	9	3.0	2.0	0.03571428571428571	-34.2
ENST00000453372.7:4020-4100;mfe=-29.30	0	80	3	16	3.0	2.0	0.0375	-29.3
ENST00000554237.1:1010-1073;mfe=-23.20	0	63	3	7	3.0	2.0	0.047619047619047616	-23.2
ENST00000453358.5:50-112;mfe=-23.20	0	62	3	9	3.0	2.0	0.04838709677419355	-23.2
ENST00000591239.1:150-211;mfe=-24.20	0	61	3	6	3.0	2.0	0.04918032786885246	-24.2
ENST00000452340.7:2840-2900;mfe=-23.60	0	60	3	10	3.0	2.0	0.05	-23.6
ENST00000482347.1:920-980;mfe=-23.00	0	60	3	9	3.0	2.0	0.05	-23.0
ENST00000458204.5:1320-1381;mfe=-26.50	0	61	3	11	3.0	2.0	0.04918032786885246	-26.5
ENST00000535576.5:40-113;mfe=-48.30	0	73	3	15	3.0	2.0	0.0410958904109589	-48.3
ENST00000430138.6:1230-1291;mfe=-20.80	0	61	3	5	3.0	2.0	0.04918032786885246	-20.8
ENST00000309469.9:1560-1621;mfe=-20.30	0	61	2	11	2.0	1.0	0.03278688524590164	-20.3
ENST00000396373.9:4560-4623;mfe=-20.00	0	63	1	4	1.0	0.0	0.015873015873015872	-20.0
ENST00000590806.5:5020-5083;mfe=-22.20	0	63	4	8	4.0	3.0	0.06349206349206349	-22.2
ENST00000256951.10:1980-2042;mfe=-21.70	0	62	3	6	3.0	2.0	0.04838709677419355	-21.7
ENST00000521381.6:6460-6545;mfe=-26.30	0	85	3	10	3.0	2.0	0.03529411764705882	-26.3
ENST00000521381.6:6490-6570;mfe=-26.90	0	80	2	4	2.0	1.0	0.025	-26.9
ENST00000521381.6:6550-6631;mfe=-38.40	0	81	1	6	1.0	0.0	0.012345679012345678	-38.4
ENST00000521381.6:6560-6621;mfe=-26.50	0	61	1	6	1.0	0.0	0.01639344262295082	-26.5
ENST00000521381.6:6590-6666;mfe=-35.70	0	76	1	4	1.0	0.0	0.013157894736842105	-35.7
ENST00000591595.5:320-384;mfe=-33.50	0	64	3	7	3.0	2.0	0.046875	-33.5
ENST00000674261.1:5520-5585;mfe=-22.00	0	65	3	7	3.0	2.0	0.046153846153846156	-22.0
ENST00000674220.1:1650-1718;mfe=-21.50	0	68	3	18	3.0	2.0	0.04411764705882353	-21.5
ENST00000507354.5:90-156;mfe=-22.30	0	66	3	20	3.0	2.0	0.045454545454545456	-22.3
ENST00000555855.5:170-236;mfe=-20.70	0	66	4	12	4.0	3.0	0.06060606060606061	-20.7
ENST00000466978.1:460-521;mfe=-21.90	0	61	2	8	2.0	1.0	0.03278688524590164	-21.9
ENST00000507927.5:0-60;mfe=-28.80	0	60	3	8	3.0	2.0	0.05	-28.8
ENST00000570296.1:420-480;mfe=-20.40	0	60	3	8	3.0	2.0	0.05	-20.4
ENST00000469972.5:3830-3929;mfe=-32.80	0	99	2	6	2.0	1.0	0.020202020202020204	-32.8
ENST00000646630.1:5370-5430;mfe=-28.20	0	60	3	6	3.0	2.0	0.05	-28.2
ENST00000439466.3:210-273;mfe=-20.10	0	63	3	15	3.0	2.0	0.047619047619047616	-20.1
ENST00000568207.5:730-791;mfe=-24.00	0	61	3	18	3.0	2.0	0.04918032786885246	-24.0
ENST00000589427.1:220-286;mfe=-35.90	0	66	3	16	3.0	2.0	0.045454545454545456	-35.9
ENST00000589427.1:230-290;mfe=-29.80	0	60	3	16	3.0	2.0	0.05	-29.8
ENST00000393287.9:5050-5122;mfe=-20.80	0	72	1	4	1.0	0.0	0.013888888888888888	-20.8
ENST00000530404.5:410-475;mfe=-22.20	0	65	3	14	3.0	2.0	0.046153846153846156	-22.2
ENST00000460436.6:1760-1821;mfe=-21.80	0	61	3	4	3.0	2.0	0.04918032786885246	-21.8
ENST00000528154.1:180-241;mfe=-31.10	0	61	2	12	2.0	1.0	0.03278688524590164	-31.1
ENST00000529427.1:190-256;mfe=-35.10	0	66	2	7	2.0	1.0	0.030303030303030304	-35.1
ENST00000370922.5:1500-1563;mfe=-24.90	0	63	3	5	3.0	2.0	0.047619047619047616	-24.9
ENST00000346162.10:240-301;mfe=-39.60	0	61	3	5	3.0	2.0	0.04918032786885246	-39.6
ENST00000431285.5:740-815;mfe=-36.60	0	75	3	14	3.0	2.0	0.04	-36.6
ENST00000670063.1:1070-1130;mfe=-27.10	0	60	2	14	2.0	1.0	0.03333333333333333	-27.1
ENST00000308874.12:1580-1645;mfe=-26.50	0	65	4	18	4.0	3.0	0.06153846153846154	-26.5
ENST00000494294.5:1670-1732;mfe=-20.50	0	62	4	5	4.0	3.0	0.06451612903225806	-20.5
ENST00000406721.7:440-504;mfe=-22.20	0	64	2	6	2.0	1.0	0.03125	-22.2
ENST00000560807.5:460-523;mfe=-21.10	0	63	3	8	3.0	2.0	0.047619047619047616	-21.1
ENST00000468243.5:200-268;mfe=-21.40	0	68	2	5	2.0	1.0	0.029411764705882353	-21.4
ENST00000499666.7:2650-2715;mfe=-22.50	0	65	4	9	4.0	3.0	0.06153846153846154	-22.5
ENST00000297848.8:7140-7205;mfe=-23.90	0	65	2	5	2.0	1.0	0.03076923076923077	-23.9
ENST00000381514.7:40-112;mfe=-30.60	0	72	3	9	3.0	2.0	0.041666666666666664	-30.6
ENST00000416167.7:3460-3529;mfe=-34.60	0	69	3	12	3.0	2.0	0.043478260869565216	-34.6
ENST00000461111.1:660-731;mfe=-27.30	0	71	2	6	2.0	1.0	0.028169014084507043	-27.3
ENST00000591843.1:40-111;mfe=-35.10	0	71	3	7	3.0	2.0	0.04225352112676056	-35.1
ENST00000359534.4:2950-3014;mfe=-31.30	0	64	2	7	2.0	1.0	0.03125	-31.3
ENST00000218099.7:2240-2302;mfe=-34.30	0	62	3	8	3.0	2.0	0.04838709677419355	-34.3
ENST00000590205.2:2400-2469;mfe=-28.70	0	69	2	12	2.0	1.0	0.028985507246376812	-28.7
ENST00000596188.2:4470-4559;mfe=-34.00	0	89	2	9	2.0	1.0	0.02247191011235955	-34.0
ENST00000478344.6:280-340;mfe=-20.10	0	60	3	6	3.0	2.0	0.05	-20.1
ENST00000394283.5:930-999;mfe=-27.40	0	69	3	10	3.0	2.0	0.043478260869565216	-27.4
ENST00000458452.7:750-830;mfe=-33.40	0	80	3	22	3.0	2.0	0.0375	-33.4
ENST00000360121.4:4360-4430;mfe=-36.00	0	70	2	6	2.0	1.0	0.02857142857142857	-36.0
ENST00000652691.1:4270-4368;mfe=-46.80	0	98	1	8	1.0	0.0	0.01020408163265306	-46.8
ENST00000370460.7:12660-12724;mfe=-26.50	0	64	2	8	2.0	1.0	0.03125	-26.5
ENST00000371421.9:1430-1495;mfe=-27.20	0	65	3	17	3.0	2.0	0.046153846153846156	-27.2
ENST00000514208.5:310-371;mfe=-20.60	0	61	3	9	3.0	2.0	0.04918032786885246	-20.6
ENST00000595065.5:350-411;mfe=-38.40	0	61	3	8	3.0	2.0	0.04918032786885246	-38.4
ENST00000593349.5:440-505;mfe=-29.80	0	65	3	13	3.0	2.0	0.046153846153846156	-29.8
ENST00000372899.6:6270-6354;mfe=-25.40	0	84	4	16	4.0	3.0	0.047619047619047616	-25.4
ENST00000338682.8:2780-2865;mfe=-20.90	0	85	4	21	4.0	3.0	0.047058823529411764	-20.9
ENST00000397077.6:3410-3479;mfe=-28.80	0	69	2	8	2.0	1.0	0.028985507246376812	-28.8
ENST00000460129.5:3440-3509;mfe=-27.20	0	69	3	8	3.0	2.0	0.043478260869565216	-27.2
ENST00000267615.11:3460-3522;mfe=-24.70	0	62	4	6	4.0	3.0	0.06451612903225806	-24.7
ENST00000230402.10:2100-2160;mfe=-25.50	0	60	2	5	2.0	1.0	0.03333333333333333	-25.5
ENST00000485511.6:2110-2170;mfe=-27.70	0	60	3	7	3.0	2.0	0.05	-27.7
ENST00000437787.6:1950-2015;mfe=-37.80	0	65	3	4	3.0	2.0	0.046153846153846156	-37.8
ENST00000557000.2:160-222;mfe=-27.60	0	62	2	13	2.0	1.0	0.03225806451612903	-27.6
ENST00000642515.1:1590-1650;mfe=-25.00	0	60	3	14	3.0	2.0	0.05	-25.0
ENST00000614648.1:260-320;mfe=-28.10	0	60	2	7	2.0	1.0	0.03333333333333333	-28.1
ENST00000508453.1:790-854;mfe=-20.30	0	64	3	17	3.0	2.0	0.046875	-20.3
ENST00000261994.9:3240-3309;mfe=-47.90	0	69	3	5	3.0	2.0	0.043478260869565216	-47.9
ENST00000553780.5:1980-2040;mfe=-21.60	0	60	2	8	2.0	1.0	0.03333333333333333	-21.6
ENST00000370186.5:3090-3154;mfe=-26.00	0	64	2	5	2.0	1.0	0.03125	-26.0
ENST00000308742.9:1920-1989;mfe=-27.50	0	69	2	4	2.0	1.0	0.028985507246376812	-27.5
ENST00000512731.5:120-181;mfe=-31.20	0	61	2	6	2.0	1.0	0.03278688524590164	-31.2
ENST00000370092.7:1400-1465;mfe=-26.30	0	65	2	16	2.0	1.0	0.03076923076923077	-26.3
ENST00000544474.5:2310-2380;mfe=-37.10	0	70	3	8	3.0	2.0	0.04285714285714286	-37.1
ENST00000256678.12:1430-1491;mfe=-26.40	0	61	3	8	3.0	2.0	0.04918032786885246	-26.4
ENST00000357195.8:4430-4504;mfe=-32.20	0	74	4	9	4.0	3.0	0.05405405405405406	-32.2
ENST00000672240.1:8670-8743;mfe=-22.60	0	73	3	4	3.0	2.0	0.0410958904109589	-22.6
ENST00000673240.1:320-382;mfe=-28.30	0	62	4	6	4.0	3.0	0.06451612903225806	-28.3
ENST00000480614.1:2110-2174;mfe=-21.60	0	64	3	11	3.0	2.0	0.046875	-21.6
ENST00000641930.1:2000-2061;mfe=-22.80	0	61	2	7	2.0	1.0	0.03278688524590164	-22.8
ENST00000356166.11:920-983;mfe=-30.90	0	63	3	7	3.0	2.0	0.047619047619047616	-30.9
ENST00000262518.9:7210-7272;mfe=-27.00	0	62	2	15	2.0	1.0	0.03225806451612903	-27.0
ENST00000595330.1:400-466;mfe=-21.90	0	66	3	9	3.0	2.0	0.045454545454545456	-21.9
ENST00000471231.6:3560-3621;mfe=-29.50	0	61	4	10	4.0	3.0	0.06557377049180328	-29.5
ENST00000652354.1:950-1010;mfe=-21.20	0	60	3	5	3.0	2.0	0.05	-21.2
ENST00000381150.5:1600-1661;mfe=-26.20	0	61	3	7	3.0	2.0	0.04918032786885246	-26.2
ENST00000254579.11:1150-1211;mfe=-26.50	0	61	2	10	2.0	1.0	0.03278688524590164	-26.5
ENST00000552197.5:250-310;mfe=-21.30	0	60	3	8	3.0	2.0	0.05	-21.3
ENST00000562918.5:880-971;mfe=-50.90	0	91	2	4	2.0	1.0	0.02197802197802198	-50.9
